row_id,F_score,S_score,SDI,WT2
1951,0.9583333333333334,0.975,0.016666666666666607,0.594599021
1952,0.7083333333333334,0.525,-0.18333333333333335,0.533214378
1953,0.75,0.85,0.09999999999999998,0.676237787
1954,0.9166666666666666,0.7375,-0.17916666666666659,0.519767907
1955,0.75,0.75,0.0,1.599476097
1956,1.0,0.7625,-0.23750000000000004,0.676237787
1957,0.4583333333333333,0.575,0.11666666666666664,0.519767907
1958,0.7916666666666666,0.7875,-0.004166666666666652,1.682143995
1959,1.0,1.0,0.0,0.697836911
1960,0.8333333333333334,0.6875,-0.14583333333333337,0.509539871
1961,0.7916666666666666,0.75,-0.04166666666666663,1.056428473
1962,0.875,0.9125,0.03749999999999998,0.932002801
1963,0.7083333333333334,0.6625,-0.04583333333333339,1.019894658
1964,0.7083333333333334,0.65,-0.05833333333333335,1.019894658
1965,0.7916666666666666,0.7375,-0.054166666666666585,0.932670497
1966,0.875,0.85,-0.025000000000000022,1.005614551
1967,0.875,0.75,-0.125,0.594599021
1968,0.6666666666666666,0.9375,0.27083333333333337,1.063276714
1969,0.5833333333333334,0.6125,0.029166666666666674,1.208506109
1970,0.6666666666666666,0.5125,-0.15416666666666667,0.594599021
1971,0.75,0.75,0.0,0.605431761
1972,0.875,0.8,-0.07499999999999996,0.594599021
1973,0.9583333333333334,0.9625,0.004166666666666652,1.657768763
1974,0.8333333333333334,0.9625,0.12916666666666665,1.019894658
1975,1.0,0.9625,-0.03749999999999998,0.356370135
1976,1.0,0.975,-0.025000000000000022,0.533214378
1977,1.0,1.0,0.0,0.538908048
1978,0.7916666666666666,0.7625,-0.029166666666666674,0.683504201
1979,1.0,0.975,-0.025000000000000022,1.37987286
1980,0.5833333333333334,0.425,-0.15833333333333338,0.533214378
1981,1.0,0.9875,-0.012499999999999956,0.932002801
1982,0.75,0.75,0.0,0.697836911
1983,0.4166666666666667,0.4375,0.020833333333333315,1.657768763
1984,0.9166666666666666,0.7125,-0.2041666666666666,0.677589622
1985,0.9166666666666666,0.8875,-0.029166666666666674,2.02770841
1986,0.8333333333333334,0.75,-0.08333333333333337,1.215484191
1987,0.7083333333333334,0.4625,-0.24583333333333335,0.683504201
1988,1.0,0.7625,-0.23750000000000004,1.056428473
1989,0.8333333333333334,0.7625,-0.07083333333333341,0.491047641
1990,0.75,0.75,0.0,0.683504201
1991,0.7916666666666666,0.575,-0.21666666666666667,1.643303916
1992,0.8333333333333334,0.8375,0.004166666666666652,0.533214378
1993,0.875,0.7375,-0.13749999999999996,0.594599021
1994,0.875,0.8,-0.07499999999999996,0.594599021
1995,0.8333333333333334,0.7625,-0.07083333333333341,0.676237787
1996,0.8333333333333334,0.6625,-0.1708333333333334,0.594599021
1997,0.9166666666666666,0.75,-0.16666666666666663,0.491047641
1998,0.75,0.575,-0.17500000000000004,1.643303916
1999,0.75,0.6875,-0.0625,0.683504201
2000,0.7083333333333334,0.775,0.06666666666666665,0.491047641
2001,0.7916666666666666,0.7125,-0.07916666666666661,0.683504201
2002,0.625,0.575,-0.050000000000000044,1.502503257
2003,0.875,0.7875,-0.08750000000000002,0.971637038
2004,1.0,1.0,0.0,0.509539871
2005,0.875,0.8375,-0.03749999999999998,0.533214378
2006,0.25,0.55,0.30000000000000004,1.657768763
2007,0.75,0.6125,-0.13749999999999996,1.502503257
2008,0.9583333333333334,0.7375,-0.22083333333333333,1.643303916
2009,0.875,0.75,-0.125,0.971637038
2010,0.75,0.75,0.0,0.594599021
2011,0.7083333333333334,0.8375,0.12916666666666665,0.491047641
2012,0.875,0.7625,-0.11250000000000004,0.594599021
2013,0.875,0.7375,-0.13749999999999996,1.643303916
2014,0.7083333333333334,0.3875,-0.32083333333333336,0.519767907
2015,0.8333333333333334,0.65,-0.18333333333333335,1.056428473
2016,0.5416666666666666,0.825,0.2833333333333333,1.127635276
2017,0.7916666666666666,0.65,-0.1416666666666666,0.971637038
2018,0.75,0.75,0.0,1.657768763
2019,0.8333333333333334,0.625,-0.20833333333333337,1.127635276
2020,1.0,0.95,-0.050000000000000044,1.657768763
2021,0.875,0.8125,-0.0625,1.657768763
2022,0.75,0.7375,-0.012499999999999956,0.971637038
2023,1.0,1.0,0.0,0.533214378
2024,0.7916666666666666,0.7875,-0.004166666666666652,0.605431761
2025,0.75,0.85,0.09999999999999998,1.127635276
2026,0.6666666666666666,0.5875,-0.07916666666666661,0.594599021
2027,1.0,0.8875,-0.11250000000000004,0.775491635
2028,0.5833333333333334,0.65,0.06666666666666665,0.605431761
2029,0.9583333333333334,0.85,-0.10833333333333339,1.54830171
2030,1.0,0.9875,-0.012499999999999956,0.683504201
2031,0.7083333333333334,0.65,-0.05833333333333335,0.594599021
2032,0.9583333333333334,0.6875,-0.27083333333333337,1.54830171
2033,0.7916666666666666,0.825,0.033333333333333326,0.509539871
2034,0.875,1.0,0.125,1.208506109
2035,0.7916666666666666,0.8625,0.07083333333333341,1.291881242
2036,0.9583333333333334,0.825,-0.13333333333333341,0.594599021
2037,1.0,0.9375,-0.0625,1.643303916
2038,0.875,0.825,-0.050000000000000044,0.594599021
2039,0.875,0.8125,-0.0625,1.735165786
2040,0.75,0.65,-0.09999999999999998,2.1558561
2041,0.5833333333333334,0.5,-0.08333333333333337,0.594599021
2042,1.0,1.0,0.0,1.502503257
2043,0.9166666666666666,0.725,-0.19166666666666665,1.056428473
2044,0.75,0.6875,-0.0625,1.643303916
2045,0.9166666666666666,0.9125,-0.004166666666666652,0.971637038
2046,0.75,0.675,-0.07499999999999996,1.019894658
2047,0.9583333333333334,0.875,-0.08333333333333337,0.594599021
2048,0.7916666666666666,0.7875,-0.004166666666666652,0.94576582
2049,0.9583333333333334,0.95,-0.008333333333333415,0.594599021
2050,0.75,0.475,-0.275,0.533214378
2051,0.5,0.475,-0.025000000000000022,0.605431761
2052,0.7083333333333334,0.7375,0.029166666666666674,1.643303916
2053,0.9166666666666666,0.8125,-0.10416666666666663,0.605431761
2054,0.875,0.825,-0.050000000000000044,0.538908048
2055,0.875,0.725,-0.15000000000000002,0.533214378
2056,0.75,0.725,-0.025000000000000022,1.643303916
2057,1.0,1.0,0.0,0.697836911
2058,0.875,0.6875,-0.1875,0.605431761
2059,0.875,0.8125,-0.0625,0.533214378
2060,0.9583333333333334,0.975,0.016666666666666607,1.502503257
2061,0.625,0.625,0.0,1.338667541
2062,0.7083333333333334,0.575,-0.13333333333333341,0.578053874
2063,0.7916666666666666,0.75,-0.04166666666666663,0.533214378
2064,0.9583333333333334,0.7375,-0.22083333333333333,1.502503257
2065,0.9166666666666666,0.9,-0.016666666666666607,0.491047641
2066,0.8333333333333334,0.775,-0.05833333333333335,0.594599021
2067,0.9166666666666666,0.8875,-0.029166666666666674,1.160167477
2068,1.0,1.0,0.0,1.127635276
